,location,date,time,harassment_type,reported_by,description
7237,"Melbourne, Australia",2022-09-18,11:45:16,sexual_assault,victim,A suspect was arrested for inappropriate behavior towards a minor.
7238,"Bangalore, India",2023-01-29,16:21:43,domestic_violence,non-victim,The victim suffered emotional and physical abuse over months.
7239,"Guwahati, India",2021-08-20,04:57:38,firearm_offense,victim,Police arrested an individual for illegal firearm possession.
7240,"Philadelphia, USA",2021-03-06,10:18:09,burglary,victim,Burglars were caught on CCTV entering a local business at night.
7241,"Los Angeles, USA",2021-05-30,22:52:55,public_intoxication,victim,The suspect was found heavily drunk and creating a scene.
7242,"Faridabad, India",2022-12-21,16:13:05,identity_theft,non-victim,An individual’s identity was stolen for online fraud.
7243,"Saitama, Japan",2024-06-04,21:55:51,assault,victim,A suspect punched and kicked the victim during an altercation.
7244,"Nagoya, Japan",2023-04-27,23:05:15,fraud,non-victim,A business reported fraudulent transactions in their records.
7245,"Hyderabad, India",2020-01-21,13:40:40,illegal_possession,victim,Police confiscated unauthorized materials from the suspect.
7246,"Yokohama, Japan",2023-11-02,11:57:14,kidnapping,victim,The victim was forcefully taken and held for ransom.
7247,"Montpellier, France",2021-02-15,08:47:58,drug_offense,non-victim,An individual was found in possession of narcotics during a search.
7248,"Chicago, USA",2024-09-04,16:55:37,arson,non-victim,"A building was deliberately set on fire, causing significant damage."
7249,"Wollongong, Australia",2022-01-07,21:31:50,extortion,victim,A suspect blackmailed a businessman for protection fees.
7250,"Vasai-Virar, India",2020-11-02,07:46:29,fraud,non-victim,A business reported fraudulent transactions in their records.
7251,"Aurangabad, India",2022-11-21,20:04:32,cybercrime,victim,Personal data was stolen through an online scam.
7252,"Manchester, UK",2023-02-20,02:40:15,vehicle_stolen,non-victim,A suspect stole a car from a parking lot.
7253,"Saitama, Japan",2024-11-05,03:42:40,burglary,non-victim,The victim reported unauthorized entry into their apartment.
7254,"Thane, India",2020-02-23,13:00:56,illegal_possession,non-victim,A suspect was arrested for possessing illegal substances.
7255,"Varanasi, India",2020-07-22,11:30:48,homicide,victim,A suspect was arrested in connection with a murder case.
7256,"Mumbai, India",2023-05-26,07:06:13,kidnapping,non-victim,The victim was forcefully taken and held for ransom.
7257,"Amritsar, India",2024-05-02,13:56:16,sexual_assault,non-victim,The victim reported unwanted physical advances by the suspect.
7258,"Ranchi, India",2021-05-20,10:15:09,burglary,non-victim,A suspect broke into the victim's house and stole valuables.
7259,"Edinburgh, UK",2020-02-18,07:17:49,shoplifting,victim,Store security apprehended an individual for shoplifting.
7260,"Kolkata, India",2022-02-28,04:22:14,fraud,victim,The victim was scammed into transferring money to a fake account.
7261,"Phoenix, USA",2021-05-11,08:46:32,shoplifting,victim,Store security apprehended an individual for shoplifting.
7262,"San Jose, USA",2022-01-22,16:24:48,fraud,non-victim,A suspect created false documents to claim financial benefits.
7263,"London, UK",2024-02-26,01:51:04,drug_offense,non-victim,An individual was found in possession of narcotics during a search.
7264,"Jabalpur, India",2021-08-27,22:53:16,assault,non-victim,The victim sustained injuries after being assaulted by a stranger.
7265,"San Diego, USA",2021-12-25,02:24:38,cybercrime,victim,A phishing email tricked the victim into revealing bank details.
7266,"Nice, France",2024-05-19,19:43:36,cybercrime,non-victim,Personal data was stolen through an online scam.
7267,"Jabalpur, India",2023-07-20,02:27:07,cybercrime,victim,A phishing email tricked the victim into revealing bank details.
7268,"Adelaide, Australia",2023-03-09,13:57:20,fraud,victim,The victim was scammed into transferring money to a fake account.
7269,"Lyon, France",2024-06-25,05:14:49,cybercrime,victim,The victim’s social media account was hacked and misused.
7270,"Canberra, Australia",2024-02-23,22:14:32,cybercrime,non-victim,The victim’s social media account was hacked and misused.
7271,"Edinburgh, UK",2022-04-08,00:56:32,shoplifting,victim,The victim’s business suffered repeated theft incidents.
7272,"Raipur, India",2021-09-02,17:22:47,firearm_offense,non-victim,Gunshots were reported in a residential neighborhood.
7273,"Houston, USA",2020-10-13,15:47:54,vandalism,victim,The victim’s home was vandalized overnight by unknown individuals.
7274,"Kawasaki, Japan",2024-07-22,00:48:10,cybercrime,non-victim,The victim’s social media account was hacked and misused.
7275,"Indore, India",2022-07-15,00:43:07,public_intoxication,non-victim,An intoxicated person caused a disturbance in a public place.
7276,"Wollongong, Australia",2021-06-22,09:57:51,public_intoxication,non-victim,An intoxicated person caused a disturbance in a public place.
7277,"Manchester, UK",2022-05-31,08:11:42,domestic_violence,non-victim,The victim suffered emotional and physical abuse over months.
7278,"Gold Coast, Australia",2020-12-24,04:03:17,homicide,victim,A suspect was arrested in connection with a murder case.
7279,"Kyoto, Japan",2020-06-22,21:03:21,kidnapping,victim,Police rescued an individual who had been kidnapped for days.
7280,"Philadelphia, USA",2021-01-03,03:05:39,shoplifting,non-victim,The victim’s business suffered repeated theft incidents.
7281,"Patna, India",2023-11-27,17:46:43,illegal_possession,non-victim,The victim reported unlawful items in a neighbor’s possession.
7282,"Coimbatore, India",2023-01-20,16:58:55,kidnapping,non-victim,Police rescued an individual who had been kidnapped for days.
7283,"Amritsar, India",2023-12-07,10:10:03,sexual_assault,non-victim,The victim reported unwanted physical advances by the suspect.
7284,"Phoenix, USA",2022-09-16,03:57:48,assault,non-victim,The victim was physically attacked in a public area.
7285,"Osaka, Japan",2020-06-12,10:22:59,vehicle_stolen,non-victim,Authorities recovered a stolen vehicle from a hidden location.
7286,"Jodhpur, India",2024-03-18,05:05:25,domestic_violence,victim,The victim suffered emotional and physical abuse over months.
7287,"Bangalore, India",2025-01-10,09:25:10,homicide,victim,"A body was discovered at the crime scene, leading to an investigation."
7288,"Srinagar, India",2022-07-05,19:41:47,robbery,non-victim,The victim was attacked and had their wallet taken by force.
7289,"San Jose, USA",2025-02-01,07:56:41,arson,victim,"A building was deliberately set on fire, causing significant damage."
7290,"Sydney, Australia",2020-03-18,12:15:29,firearm_offense,victim,Police arrested an individual for illegal firearm possession.
7291,"Pimpri-Chinchwad, India",2020-04-07,06:12:16,identity_theft,victim,The victim’s personal details were used to open fake bank accounts.
7292,"Edinburgh, UK",2020-01-21,16:52:28,vehicle_stolen,non-victim,A suspect stole a car from a parking lot.
7293,"Adelaide, Australia",2023-07-10,11:18:07,burglary,victim,A suspect broke into the victim's house and stole valuables.
7294,"Ahmedabad, India",2023-10-31,01:02:27,illegal_possession,non-victim,Police confiscated unauthorized materials from the suspect.
7295,"Vadodara, India",2023-02-18,17:10:20,traffic_violation,victim,A driver was caught speeding in a restricted area.
7296,"Glasgow, UK",2024-09-27,10:25:56,firearm_offense,victim,Gunshots were reported in a residential neighborhood.
7297,"San Antonio, USA",2023-07-10,20:26:01,arson,victim,The victim’s property was intentionally burned down.
7298,"Glasgow, UK",2021-12-28,17:09:05,cybercrime,non-victim,Personal data was stolen through an online scam.
7299,"Vadodara, India",2021-06-07,03:00:42,arson,victim,An unknown suspect ignited a vehicle in a parking lot.
7300,"Perth, Australia",2024-09-03,20:45:46,homicide,victim,The victim was fatally attacked by an unknown suspect.
7301,"New York City, USA",2024-05-11,05:45:15,illegal_possession,non-victim,The victim reported unlawful items in a neighbor’s possession.
7302,"Vasai-Virar, India",2024-11-20,07:28:22,sexual_assault,victim,The victim reported unwanted physical advances by the suspect.
7303,"Jaipur, India",2020-10-10,11:05:10,kidnapping,non-victim,The victim was forcefully taken and held for ransom.
7304,"Canberra, Australia",2020-11-27,02:17:47,traffic_violation,non-victim,A driver was caught speeding in a restricted area.
7305,"Marseille, France",2024-11-09,16:10:54,cybercrime,victim,The victim’s social media account was hacked and misused.
7306,"San Antonio, USA",2024-10-11,06:29:00,arson,victim,An unknown suspect ignited a vehicle in a parking lot.
7307,"Pune, India",2022-07-20,13:58:45,firearm_offense,victim,Gunshots were reported in a residential neighborhood.
7308,"Pune, India",2020-08-26,12:31:40,kidnapping,victim,Police rescued an individual who had been kidnapped for days.
7309,"Nagpur, India",2023-03-05,20:30:16,kidnapping,non-victim,A child was abducted near a school by an unknown suspect.
7310,"Kolkata, India",2020-08-22,13:21:17,traffic_violation,victim,A suspect was fined for reckless driving.
7311,"Allahabad, India",2020-01-29,12:07:37,domestic_violence,non-victim,The victim reported repeated physical abuse at home.
7312,"Rajkot, India",2022-10-13,09:10:49,shoplifting,non-victim,The victim’s business suffered repeated theft incidents.
7313,"Agra, India",2022-03-28,23:26:25,sexual_assault,non-victim,The victim reported unwanted physical advances by the suspect.
7314,"Los Angeles, USA",2022-12-17,03:55:04,assault,non-victim,A suspect punched and kicked the victim during an altercation.
7315,"Indore, India",2023-04-29,21:22:48,extortion,non-victim,A suspect blackmailed a businessman for protection fees.
7316,"New York City, USA",2024-05-19,14:44:40,vandalism,non-victim,Public property was defaced with graffiti and damage.
7317,"Madurai, India",2021-12-17,20:46:20,sexual_assault,non-victim,The victim was harassed in a public place by an unknown person.
7318,"Osaka, Japan",2025-01-14,21:47:47,assault,victim,The victim was physically attacked in a public area.
7319,"Srinagar, India",2020-05-16,23:02:30,counterfeiting,victim,A large batch of fake identification documents was seized.
7320,"Leeds, UK",2024-01-07,12:39:12,burglary,victim,The victim reported unauthorized entry into their apartment.
7321,"Dallas, USA",2021-03-31,12:51:28,homicide,victim,A suspect was arrested in connection with a murder case.
7322,"Aurangabad, India",2023-03-15,06:44:38,counterfeiting,non-victim,Fake currency notes were found in a local shop.
7323,"Philadelphia, USA",2022-09-25,19:48:17,public_intoxication,non-victim,A disorderly individual was escorted away by authorities.
7324,"Liverpool, UK",2021-10-07,15:28:45,arson,victim,The victim’s property was intentionally burned down.
7325,"Pune, India",2024-05-11,23:23:45,vandalism,non-victim,A suspect was caught damaging parked vehicles in the area.
7326,"Ludhiana, India",2020-04-01,06:42:17,public_intoxication,victim,A disorderly individual was escorted away by authorities.
7327,"Bristol, UK",2023-06-07,20:16:46,assault,victim,The victim was physically attacked in a public area.
7328,"Bordeaux, France",2022-08-10,16:38:35,public_intoxication,victim,A disorderly individual was escorted away by authorities.
7329,"Osaka, Japan",2023-12-25,17:10:33,kidnapping,victim,The victim was forcefully taken and held for ransom.
7330,"Amritsar, India",2024-01-11,05:41:39,domestic_violence,non-victim,A suspect was arrested for assaulting their spouse.
7331,"Nashik, India",2021-04-19,12:43:17,arson,non-victim,An unknown suspect ignited a vehicle in a parking lot.
7332,"Nashik, India",2024-02-15,11:23:58,domestic_violence,victim,The victim suffered emotional and physical abuse over months.
7333,"Nagpur, India",2024-03-15,11:51:49,cybercrime,victim,The victim’s social media account was hacked and misused.
7334,"Sapporo, Japan",2020-01-26,16:55:05,counterfeiting,non-victim,Fake currency notes were found in a local shop.
7335,"Agra, India",2022-03-06,14:25:23,extortion,victim,A suspect blackmailed a businessman for protection fees.
7336,"Hubli-Dharwad, India",2021-07-01,09:37:27,fraud,victim,The victim was scammed into transferring money to a fake account.
7337,"Montpellier, France",2022-04-02,00:21:35,domestic_violence,non-victim,The victim suffered emotional and physical abuse over months.
7338,"Phoenix, USA",2023-03-01,22:38:19,kidnapping,victim,The victim was forcefully taken and held for ransom.
7339,"Vijayawada, India",2023-02-20,07:51:56,drug_offense,non-victim,Police seized a large quantity of banned drugs.
7340,"Birmingham, UK",2021-06-29,18:18:23,public_intoxication,victim,A disorderly individual was escorted away by authorities.
7341,"Kolkata, India",2022-11-05,09:54:07,extortion,non-victim,The victim received threats demanding money for safety.
7342,"Coimbatore, India",2024-08-07,06:31:20,homicide,non-victim,"A body was discovered at the crime scene, leading to an investigation."
7343,"Jodhpur, India",2023-10-30,00:13:08,fraud,non-victim,A business reported fraudulent transactions in their records.
